keyword_id,keyword,keyword_type,category,subcategory,priority,active,notes
KW0078,habit books,nonfiction_topic,Nonfiction,Productivity & Self Development,exploratory,TRUE,
KW0079,black authors,representation,Diversity & Representation,Race & Ethnicity,secondary,TRUE,
KW0080,black literature,representation,Diversity & Representation,Race & Ethnicity,secondary,TRUE,
KW0081,african american literature,representation,Diversity & Representation,Race & Ethnicity,secondary,TRUE,
KW0082,asian authors,representation,Diversity & Representation,Race & Ethnicity,secondary,TRUE,
KW0083,asian literature,representation,Diversity & Representation,Race & Ethnicity,secondary,TRUE,
KW0084,latinx authors,representation,Diversity & Representation,Race & Ethnicity,secondary,TRUE,
KW0085,indigenous authors,representation,Diversity & Representation,Indigenous Literature,core,TRUE,
KW0086,indigenous literature,representation,Diversity & Representation,Indigenous Literature,core,TRUE,
KW0087,native american literature,representation,Diversity & Representation,Indigenous Literature,secondary,TRUE,
KW0088,indigenous reading list,representation,Diversity & Representation,Indigenous Literature,secondary,TRUE,
KW0089,queer books,representation,Diversity & Representation,LGBTQ+,secondary,TRUE,
KW0090,queer literature,representation,Diversity & Representation,LGBTQ+,secondary,TRUE,
KW0091,LGBTQ books,representation,Diversity & Representation,LGBTQ+,secondary,TRUE,
KW0092,lesbian books,representation,Diversity & Representation,LGBTQ+,secondary,TRUE,
KW0093,gay books,representation,Diversity & Representation,LGBTQ+,secondary,TRUE,
KW0094,trans books,representation,Diversity & Representation,LGBTQ+,secondary,TRUE,
KW0095,disability books,representation,Diversity & Representation,Disability & Neurodiversity,secondary,TRUE,
KW0096,disabled authors,representation,Diversity & Representation,Disability & Neurodiversity,secondary,TRUE,
KW0097,neurodivergent books,representation,Diversity & Representation,Disability & Neurodiversity,secondary,TRUE,
KW0098,autism books,representation,Diversity & Representation,Disability & Neurodiversity,secondary,TRUE,
KW0099,feminist fiction,representation,Diversity & Representation,Feminist Literature,secondary,TRUE,
KW0100,feminist literature,representation,Diversity & Representation,Feminist Literature,secondary,TRUE,
KW0101,women authors,representation,Diversity & Representation,Feminist Literature,secondary,TRUE,
KW0102,decolonized reading list,critical_reading,Decolonial & Critical Reading,Decolonial,core,TRUE,
KW0103,decolonial books,critical_reading,Decolonial & Critical Reading,Decolonial,secondary,TRUE,
KW0104,decolonizing literature,critical_reading,Decolonial & Critical Reading,Decolonial,secondary,TRUE,
KW0105,anti colonial books,critical_reading,Decolonial & Critical Reading,Decolonial,secondary,TRUE,
KW0106,critical theory books,critical_reading,Decolonial & Critical Reading,Critical Theory,secondary,TRUE,
KW0107,postcolonial literature,critical_reading,Decolonial & Critical Reading,Critical Theory,secondary,TRUE,
KW0108,feminist theory books,critical_reading,Decolonial & Critical Reading,Critical Theory,secondary,TRUE,
KW0109,intersectional feminism books,critical_reading,Decolonial & Critical Reading,Critical Theory,secondary,TRUE,
KW0110,comfort reads,mood,Mood-Based Reading,Comfort,core,TRUE,
KW0111,cozy books,mood,Mood-Based Reading,Comfort,core,TRUE,
KW0112,books that feel like a hug,mood,Mood-Based Reading,Comfort,core,TRUE,
KW0113,books for anxiety,mood,Mood-Based Reading,Mental Health,secondary,TRUE,
KW0114,books for burnout,mood,Mood-Based Reading,Mental Health,secondary,TRUE,
KW0115,healing fiction,mood,Mood-Based Reading,Mental Health,secondary,TRUE,
KW0116,sad books,mood,Mood-Based Reading,Emotional Experience,secondary,TRUE,
KW0117,devastating books,mood,Mood-Based Reading,Emotional Experience,secondary,TRUE,
KW0118,heartbreaking books,mood,Mood-Based Reading,Emotional Experience,secondary,TRUE,
KW0119,uplifting books,mood,Mood-Based Reading,Emotional Experience,secondary,TRUE,
KW0120,hopeful books,mood,Mood-Based Reading,Emotional Experience,secondary,TRUE,
KW0121,escapist books,mood,Mood-Based Reading,Emotional Experience,secondary,TRUE,
KW0122,cottagecore books,aesthetic_style,Aesthetic & Style-Based Reading,Cottagecore,secondary,TRUE,
KW0123,cottagecore reading,aesthetic_style,Aesthetic & Style-Based Reading,Cottagecore,secondary,TRUE,
KW0124,dark academia books,aesthetic_style,Aesthetic & Style-Based Reading,Academia,secondary,TRUE,
KW0125,light academia books,aesthetic_style,Aesthetic & Style-Based Reading,Academia,secondary,TRUE,
KW0126,gothic books,aesthetic_style,Aesthetic & Style-Based Reading,Gothic,secondary,TRUE,
KW0127,nature writing,aesthetic_style,Aesthetic & Style-Based Reading,Nature,secondary,TRUE,
KW0128,forest books,aesthetic_style,Aesthetic & Style-Based Reading,Nature,secondary,TRUE,
KW0129,solarpunk books,aesthetic_style,Aesthetic & Style-Based Reading,Hopepunk & Solarpunk,secondary,TRUE,
KW0130,hopepunk books,aesthetic_style,Aesthetic & Style-Based Reading,Hopepunk & Solarpunk,secondary,TRUE,
KW0131,enemies to lovers,trope,Trope Intelligence,Romance,core,TRUE,
KW0132,found family,trope,Trope Intelligence,Fantasy / General Fiction,core,TRUE,
KW0133,chosen one,trope,Trope Intelligence,Fantasy / General Fiction,secondary,TRUE,
KW0134,morally grey,trope,Trope Intelligence,Fantasy / General Fiction,secondary,TRUE,
KW0135,slow burn,trope,Trope Intelligence,Romance,core,TRUE,
KW0136,second chance romance,trope,Trope Intelligence,Romance,secondary,TRUE,
KW0137,fake dating,trope,Trope Intelligence,Romance,secondary,TRUE,
KW0138,grumpy sunshine,trope,Trope Intelligence,Romance,secondary,TRUE,
KW0139,touch her and die,trope,Trope Intelligence,Romance,secondary,TRUE,
KW0140,one bed trope,trope,Trope Intelligence,Romance,secondary,TRUE,
KW0141,academy setting,trope,Trope Intelligence,Fantasy / General Fiction,secondary,TRUE,
KW0142,booktok,community_behavior,Reading Community Behavior,BookTok,core,TRUE,
KW0143,fantasy booktok,community_behavior,Reading Community Behavior,BookTok,secondary,TRUE,
KW0144,romantasy booktok,community_behavior,Reading Community Behavior,BookTok,secondary,TRUE,
KW0145,sci fi booktok,community_behavior,Reading Community Behavior,BookTok,secondary,TRUE,
KW0146,booktube,community_behavior,Reading Community Behavior,BookTube,core,TRUE,
KW0147,fantasy booktube,community_behavior,Reading Community Behavior,BookTube,secondary,TRUE,
KW0148,reading vlog,community_behavior,Reading Community Behavior,BookTube,core,TRUE,
KW0149,reading wrap up,community_behavior,Reading Community Behavior,BookTube,core,TRUE,
KW0150,monthly reading wrap up,community_behavior,Reading Community Behavior,BookTube,secondary,TRUE,
KW0151,reading journal,community_behavior,Reading Community Behavior,Reading Habits,secondary,TRUE,
KW0152,reading tracker,community_behavior,Reading Community Behavior,Reading Habits,secondary,TRUE,
KW0153,reading challenge,community_behavior,Reading Community Behavior,Reading Habits,secondary,TRUE,
KW0154,52 books challenge,community_behavior,Reading Community Behavior,Reading Habits,secondary,TRUE,
KW0155,book haul,community_behavior,Reading Community Behavior,Book Buying,secondary,TRUE,
KW0156,bookstore vlog,community_behavior,Reading Community Behavior,Book Buying,secondary,TRUE,
KW0157,used book haul,community_behavior,Reading Community Behavior,Book Buying,secondary,TRUE,
KW0158,bookshelf tour,community_behavior,Reading Community Behavior,Collection,secondary,TRUE,
KW0159,home library,community_behavior,Reading Community Behavior,Collection,secondary,TRUE,
KW0160,Hugo Awards,award,Awards,Science Fiction & Fantasy Awards,exploratory,TRUE,
KW0161,Nebula Awards,award,Awards,Science Fiction & Fantasy Awards,exploratory,TRUE,
KW0162,World Fantasy Award,award,Awards,Science Fiction & Fantasy Awards,exploratory,TRUE,
KW0163,Arthur C Clarke Award,award,Awards,Science Fiction & Fantasy Awards,exploratory,TRUE,
KW0164,Locus Awards,award,Awards,Science Fiction & Fantasy Awards,exploratory,TRUE,
KW0165,Brandon Sanderson,author,Author Intelligence,Seed Authors,exploratory,FALSE,Seed list; expand based on dashboard focus and YouTube results.
KW0166,Sarah J. Maas,author,Author Intelligence,Seed Authors,exploratory,FALSE,Seed list; expand based on dashboard focus and YouTube results.
KW0167,Rebecca Yarros,author,Author Intelligence,Seed Authors,exploratory,FALSE,Seed list; expand based on dashboard focus and YouTube results.
KW0168,T. Kingfisher,author,Author Intelligence,Seed Authors,exploratory,FALSE,Seed list; expand based on dashboard focus and YouTube results.
KW0169,Martha Wells,author,Author Intelligence,Seed Authors,exploratory,FALSE,Seed list; expand based on dashboard focus and YouTube results.
KW0170,Becky Chambers,author,Author Intelligence,Seed Authors,exploratory,FALSE,Seed list; expand based on dashboard focus and YouTube results.
KW0171,N. K. Jemisin,author,Author Intelligence,Seed Authors,exploratory,FALSE,Seed list; expand based on dashboard focus and YouTube results.
KW0172,Ursula K. Le Guin,author,Author Intelligence,Seed Authors,exploratory,FALSE,Seed list; expand based on dashboard focus and YouTube results.
KW0173,Octavia Butler,author,Author Intelligence,Seed Authors,exploratory,FALSE,Seed list; expand based on dashboard focus and YouTube results.
KW0174,Emily Henry,author,Author Intelligence,Seed Authors,exploratory,FALSE,Seed list; expand based on dashboard focus and YouTube results.
KW0175,Taylor Jenkins Reid,author,Author Intelligence,Seed Authors,exploratory,FALSE,Seed list; expand based on dashboard focus and YouTube results.
KW0176,Colleen Hoover,author,Author Intelligence,Seed Authors,exploratory,FALSE,Seed list; expand based on dashboard focus and YouTube results.
